year,month,day,pna_index_cdas
2014,11,3,0.201582089
2014,11,4,0.106467992
2014,11,5,0.731272876
2014,11,6,1.386348605
2014,11,7,1.295367718
2014,11,8,1.146627784
2014,11,9,0.858669162
2014,11,10,0.802175999
2014,11,11,0.794975638
2014,11,12,0.720304847
2014,11,13,0.478535563
2014,11,14,0.403339416
2014,11,15,0.56125623
2014,11,16,0.662888646
2014,11,17,0.855701923
2014,11,18,0.916689873
2014,11,19,0.916482925
2014,11,20,0.899544299
2014,11,21,0.790218651
2014,11,22,0.314932585
2014,11,23,0.001370071
2014,11,24,-0.110522091
2014,11,25,-0.278308928
2014,11,26,-0.343159914
2014,11,27,-0.478901565
2014,11,28,-0.60333997
2014,11,29,-0.990211368
2014,11,30,-1.282063246
2014,12,1,-0.954679787
2014,12,2,-0.772393465
2014,12,3,-0.40189606
2014,12,4,0.026939981
2014,12,5,0.155774489
2014,12,6,0.415507495
2014,12,7,0.824363589
2014,12,8,1.284331322
2014,12,9,1.308999777
2014,12,10,0.825029135
2014,12,11,0.472652227
2014,12,12,0.374993414
2014,12,13,0.487659633
2014,12,14,0.751070499
2014,12,15,0.818596184
2014,12,16,0.865202129
2014,12,17,0.775181234
2014,12,18,0.823706329
2014,12,19,0.911287725
2014,12,20,0.778232038
2014,12,21,0.476480663
2014,12,22,0.247072279
2014,12,23,0.434555382
2014,12,24,0.42257151
2014,12,25,-0.014265499
2014,12,26,-0.026164634
2014,12,27,-0.039096508
2014,12,28,0.163599178
2014,12,29,0.465432912
2014,12,30,0.568854272
2014,12,31,0.561281383
2015,1,1,0.076529704
2015,1,2,-0.435689658
2015,1,3,-0.583184004
2015,1,4,-0.541460752
2015,1,5,-0.280263275
2015,1,6,-0.016024787
2015,1,7,0.533625007
2015,1,8,0.718877077
2015,1,9,0.648196459
2015,1,10,0.512406945
2015,1,11,0.52921164
2015,1,12,0.714043558
2015,1,13,0.723726571
2015,1,14,0.709407449
2015,1,15,0.770480752
2015,1,16,0.674466491
2015,1,17,0.617929101
2015,1,18,0.595128536
2015,1,19,0.465109855
2015,1,20,0.548766971
2015,1,21,0.626767457
2015,1,22,0.546082258
2015,1,23,0.346755058
2015,1,24,0.502324343
2015,1,25,0.59020102
2015,1,26,0.310520351
2015,1,27,-0.063999996
2015,1,28,-0.564891756
2015,1,29,-0.916735351
2015,1,30,-0.908399045
2015,1,31,-0.522208691
2015,2,1,-0.310810566
2015,2,2,-0.136259779
2015,2,3,0.170843512
2015,2,4,0.425724953
2015,2,5,0.432860434
2015,2,6,0.304081678
2015,2,7,0.075516164
2015,2,8,0.205916926
2015,2,9,0.424914151
2015,2,10,0.576556921
2015,2,11,0.701616049
2015,2,12,0.806278229
2015,2,13,0.97288835
2015,2,14,1.11888659
2015,2,15,1.194039226
2015,2,16,1.332971573
2015,2,17,1.31965518
2015,2,18,1.260796666
2015,2,19,0.924422979
2015,2,20,0.563439369
2015,2,21,0.294533819
2015,2,22,0.061847411
2015,2,23,-0.208504558
2015,2,24,-0.11886365
2015,2,25,-0.139243469
2015,2,26,-0.48195976
2015,2,27,-0.721889615
2015,2,28,-1.133181334
2015,3,1,-2.078516483
2015,3,2,-1.936698198
2015,3,3,-1.963978529
2015,3,4,-1.853400588
2015,3,5,-1.389857292
2015,3,6,-1.245331764
2015,3,7,-1.318626165
2015,3,8,-1.22400403
2015,3,9,-0.968583107
2015,3,10,-0.437418342
2015,3,11,0.025913622
2015,3,12,0.382797718
2015,3,13,0.734548748
2015,3,14,1.074915886
2015,3,15,1.011677742
2015,3,16,0.699208081
2015,3,17,0.470758885
2015,3,18,0.351899236
2015,3,19,0.300114959
2015,3,20,0.21356824
2015,3,21,0.300663412
2015,3,22,0.387744963
2015,3,23,0.373176128
2015,3,24,0.342110574
2015,3,25,0.377235353
2015,3,26,0.622312367
2015,3,27,0.884908974
2015,3,28,0.843934536
2015,3,29,0.580432773
2015,3,30,0.28239423
2015,3,31,0.129510343
2015,4,1,-0.261293948
2015,11,1,-0.060627218
2015,11,2,-0.43897903
2015,11,3,-0.550100625
2015,11,4,-0.391514361
2015,11,5,-0.263327032
2015,11,6,-0.222407147
2015,11,7,-0.121644989
2015,11,8,0.052286197
2015,11,9,0.084183954
2015,11,10,0.009219869
2015,11,11,-0.171481252
2015,11,12,-0.25893414
2015,11,13,-0.265209198
2015,11,14,-0.337897539
2015,11,15,-0.335213244
2015,11,16,-0.230646715
2015,11,17,-0.269472361
2015,11,18,-0.568388879
2015,11,19,-0.79249531
2015,11,20,-0.70938009
2015,11,21,-0.384989172
2015,11,22,-0.132070258
2015,11,23,-0.143871903
2015,11,24,-0.175781727
2015,11,25,0.160990521
2015,11,26,0.250980139
2015,11,27,0.380156308
2015,11,28,0.715865016
2015,11,29,0.738748372
2015,11,30,0.857488632
2015,12,1,0.869480729
2015,12,2,1.075068593
2015,12,3,1.045366645
2015,12,4,0.986056566
2015,12,5,0.985328496
2015,12,6,1.081457376
2015,12,7,1.527052283
2015,12,8,1.599184632
2015,12,9,1.269503474
2015,12,10,0.592924416
2015,12,11,0.156034932
2015,12,12,0.244829327
2015,12,13,0.157800645
2015,12,14,0.244664595
2015,12,15,0.096570589
2015,12,16,-0.146091178
2015,12,17,-0.190246984
2015,12,18,0.109149463
2015,12,19,0.176224381
2015,12,20,0.031929348
2015,12,21,-0.042385384
2015,12,22,-0.418129653
2015,12,23,-0.66854167
2015,12,24,-0.714753568
2015,12,25,-0.314736903
2015,12,26,0.391724616
2015,12,27,0.877085388
2015,12,28,1.233757377
2015,12,29,1.225741863
2015,12,30,1.238025784
2015,12,31,1.324769378
2016,1,1,1.432543159
2016,1,2,1.657178521
2016,1,3,1.621052504
2016,1,4,1.465994716
2016,1,5,1.20327723
2016,1,6,0.857716084
2016,1,7,0.792395294
2016,1,8,0.794740975
2016,1,9,0.745048463
2016,1,10,0.905596375
2016,1,11,0.983507514
2016,1,12,0.940449119
2016,1,13,1.01130867
2016,1,14,1.069497943
2016,1,15,0.993277013
2016,1,16,1.026108027
2016,1,17,1.013147593
2016,1,18,0.906056762
2016,1,19,0.84201616
2016,1,20,0.925544024
2016,1,21,1.243467212
2016,1,22,1.509328127
2016,1,23,1.687236547
2016,1,24,1.564795852
2016,1,25,1.483237863
2016,1,26,1.487637162
2016,1,27,1.397461891
2016,1,28,1.294374824
2016,1,29,0.921734273
2016,1,30,0.525752902
2016,1,31,0.449283451
2016,2,1,0.473157018
2016,2,2,0.413057894
2016,2,3,0.462084591
2016,2,4,0.757372975
2016,2,5,0.911671698
2016,2,6,0.817854762
2016,2,7,0.854781806
2016,2,8,1.208183646
2016,2,9,1.451510787
2016,2,10,1.453811884
2016,2,11,1.270696878
2016,2,12,1.065296292
2016,2,13,0.74612987
2016,2,14,0.454646796
2016,2,15,0.332537919
2016,2,16,0.093583152
2016,2,17,0.080114447
2016,2,18,0.075043559
2016,2,19,0.215748966
2016,2,20,0.394047111
2016,2,21,0.588471711
2016,2,22,1.011230588
2016,2,23,1.481288433
2016,2,24,1.398590326
2016,2,25,1.289332986
2016,2,26,1.296422958
2016,2,27,1.36255455
2016,2,28,1.247277617
2016,2,29,0.887390554
2016,3,1,0.948083222
2016,3,2,0.822407126
2016,3,3,0.886890948
2016,3,4,0.78257376
2016,3,5,0.913742661
2016,3,6,0.70862633
2016,3,7,0.458258033
2016,3,8,0.509239197
2016,3,9,0.48637417
2016,3,10,0.582143307
2016,3,11,0.672078311
2016,3,12,0.6621418
2016,3,13,0.685638487
2016,3,14,0.475221127
2016,3,15,0.506837547
2016,3,16,0.498844624
2016,3,17,0.398047715
2016,3,18,0.323604017
2016,3,19,0.255273402
2016,3,20,0.212058514
2016,3,21,-0.085154437
2016,3,22,-0.579800487
2016,3,23,-0.711517155
2016,3,24,-0.521267235
2016,3,25,-0.108887546
2016,3,26,0.229748651
2016,3,27,0.190447971
2016,3,28,0.145253569
2016,3,29,0.069510654
2016,3,30,-0.116179362
2016,3,31,-0.14956978
2016,11,1,0.937672794
2016,11,2,1.095177293
2016,11,3,1.414870977
2016,11,4,1.466600895
2016,11,5,1.712213755
2016,11,6,1.780610204
2016,11,7,1.827660561
2016,11,8,2.051901817
2016,11,9,2.032104731
2016,11,10,1.854236484
2016,11,11,1.831141472
2016,11,12,1.606638789
2016,11,13,1.459083915
2016,11,14,1.1140939
2016,11,15,0.606972635
2016,11,16,0.280019909
2016,11,17,0.048451524
2016,11,18,-0.174825653
2016,11,19,-0.272865981
2016,11,20,-0.145613581
2016,11,21,0.047170248
2016,11,22,0.178861856
2016,11,23,0.08818581
2016,11,24,-0.114606582
2016,11,25,-0.065248482
2016,11,26,0.08270964
2016,11,27,0.209734768
2016,11,28,0.469575763
2016,11,29,0.898316503
2016,11,30,0.769510329
2016,12,1,0.444961041
2016,12,2,0.484202534
2016,12,3,0.310638219
2016,12,4,0.041252814
2016,12,5,-0.363315433
2016,12,6,-0.643256366
2016,12,7,-0.457781047
2016,12,8,-0.062610306
2016,12,9,-0.018403245
2016,12,10,-0.374034941
2016,12,11,-0.590206981
2016,12,12,-0.720610142
2016,12,13,-0.611718595
2016,12,14,-0.357454807
2016,12,15,-0.130119592
2016,12,16,0.07669691
2016,12,17,0.460421681
2016,12,18,0.727299809
2016,12,19,0.660534024
2016,12,20,0.380103141
2016,12,21,0.27481696
2016,12,22,0.101872608
2016,12,23,-0.234282821
2016,12,24,-0.202496663
2016,12,25,-0.103163265
2016,12,26,-0.209108621
2016,12,27,-0.363425314
2016,12,28,-0.493875951
2016,12,29,-0.501356781
2016,12,30,-0.458920896
2016,12,31,-0.506304324
2017,1,1,-0.529671729
2017,1,2,-0.847216189
2017,1,3,-1.133063316
2017,1,4,-1.128314495
2017,1,5,-0.964220166
2017,1,6,-0.954248548
2017,1,7,-0.632084429
2017,1,8,-0.241348401
2017,1,9,-0.438664913
2017,1,10,-0.827075124
2017,1,11,-0.899737954
2017,1,12,-0.620109141
2017,1,13,-0.031239999
2017,1,14,0.574606836
2017,1,15,1.06150198
2017,1,16,1.239511728
2017,1,17,1.096211076
2017,1,18,0.781383693
2017,1,19,0.415786445
2017,1,20,-0.032977924
2017,1,21,-0.237126961
2017,1,22,0.174018875
2017,1,23,0.472800136
2017,1,24,0.524068058
2017,1,25,0.585351527
2017,1,26,0.793542564
2017,1,27,1.13883543
2017,1,28,1.332984328
2017,1,29,1.131594658
2017,1,30,0.626612484
2017,1,31,0.380646229
2017,2,1,0.39098379
2017,2,2,0.377966523
2017,2,3,0.283194184
2017,2,4,0.259617031
2017,2,5,0.344142824
2017,2,6,0.478815883
2017,2,7,0.608210564
2017,2,8,0.644690275
2017,2,9,0.690259933
2017,2,10,0.619448781
2017,2,11,0.833611131
2017,2,12,1.129358053
2017,2,13,1.452564359
2017,2,14,1.812526584
2017,2,15,1.853653073
2017,2,16,1.375095844
2017,2,17,0.693080246
2017,2,18,0.376003295
2017,2,19,0.234315977
2017,2,20,0.067900166
2017,2,21,-0.118301496
2017,2,22,-0.332758874
2017,2,23,-0.550788939
2017,2,24,-0.572787702
2017,2,25,-1.013653159
2017,2,26,-1.39371109
2017,2,27,-1.598426819
2017,2,28,-1.506567359
2017,3,1,-1.536832333
2017,3,2,-1.279863954
2017,3,3,-1.39001739
2017,3,4,-1.181918502
2017,3,5,-0.834570229
2017,3,6,-0.551217854
2017,3,7,-0.535162926
2017,3,8,-0.629664361
2017,3,9,-0.711565137
2017,3,10,-0.578767717
2017,3,11,-0.291502982
2017,3,12,0.032310955
2017,3,13,0.450248092
2017,3,14,0.756237805
2017,3,15,0.880057037
2017,3,16,0.620853305
2017,3,17,0.396938533
2017,3,18,0.417926937
2017,3,19,0.399846345
2017,3,20,0.243201509
2017,3,21,0.273496479
2017,3,22,0.336370528
2017,3,23,0.301603436
2017,3,24,0.458950996
2017,3,25,0.853876412
2017,3,26,0.995575309
2017,3,27,1.063451886
2017,3,28,1.214925647
2017,3,29,1.184615254
2017,3,30,1.142424345
2017,3,31,1.396396875
2017,4,1,1.276108503
2017,11,1,-2.095879316
2017,11,2,-2.300367832
2017,11,3,-2.270425081
2017,11,4,-2.062494993
2017,11,5,-1.935638189
2017,11,6,-1.761498332
2017,11,7,-1.320895791
2017,11,8,-1.048946261
2017,11,9,-1.026658535
2017,11,10,-1.358732224
2017,11,11,-1.667707443
2017,11,12,-1.551530957
2017,11,13,-1.421859264
2017,11,14,-1.38727355
2017,11,15,-1.595475674
2017,11,16,-1.807369947
2017,11,17,-1.913733006
2017,11,18,-1.785988927
2017,11,19,-1.559184313
2017,11,20,-1.336080432
2017,11,21,-0.876902342
2017,11,22,-0.683708429
2017,11,23,-0.601516247
2017,11,24,-0.739032805
2017,11,25,-0.358003646
2017,11,26,0.295686066
2017,11,27,0.480076879
2017,11,28,0.332542211
2017,11,29,0.276956648
2017,11,30,0.229917333
2017,12,1,0.138849065
2017,12,2,0.229479417
2017,12,3,0.415469289
2017,12,4,0.6332829
2017,12,5,0.41457808
2017,12,6,0.677384198
2017,12,7,1.269024968
2017,12,8,1.754562736
2017,12,9,1.424817204
2017,12,10,1.243905902
2017,12,11,1.343236804
2017,12,12,1.359589458
2017,12,13,1.244197726
2017,12,14,1.097497702
2017,12,15,0.913717031
2017,12,16,0.712419689
2017,12,17,0.258388788
2017,12,18,0.128830418
2017,12,19,0.256543964
2017,12,20,0.348452091
2017,12,21,0.491458297
2017,12,22,0.553153872
2017,12,23,0.341617405
2017,12,24,0.11375609
2017,12,25,-0.11103493
2017,12,26,-0.241117805
2017,12,27,-0.341249406
2017,12,28,-0.013923601
2017,12,29,0.415051609
2017,12,30,0.556616783
2017,12,31,0.735554874
2018,1,1,0.959150314
2018,1,2,1.119573832
2018,1,3,1.012411594
2018,1,4,0.871702075
2018,1,5,0.931560814
2018,1,6,0.912775993
2018,1,7,0.630764365
2018,1,8,0.440751225
2018,1,9,0.243154302
2018,1,10,0.240941718
2018,1,11,0.364235848
2018,1,12,0.588545203
2018,1,13,0.88385129
2018,1,14,0.923629761
2018,1,15,0.553352952
2018,1,16,0.101498432
2018,1,17,-0.112505995
2018,1,18,-0.418309063
2018,1,19,-0.544743538
2018,1,20,-0.486623436
2018,1,21,-0.378881931
2018,1,22,-0.386287689
2018,1,23,-0.463480294
2018,1,24,-0.344122678
2018,1,25,-0.29149881
2018,1,26,-0.341197014
2018,1,27,-0.437826812
2018,1,28,-0.223330423
2018,1,29,-0.289883614
2018,1,30,-0.726344168
2018,1,31,-0.692422867
2018,2,1,-0.171980634
2018,2,2,0.13092573
2018,2,3,0.280818135
2018,2,4,0.46017313
2018,2,5,0.422433645
2018,2,6,0.361273319
2018,2,7,0.278778404
2018,2,8,0.364110231
2018,2,9,0.450370669
2018,2,10,0.079637878
2018,2,11,-0.389953077
2018,2,12,-0.417152852
2018,2,13,-0.482181847
2018,2,14,-0.47467345
2018,2,15,-0.251871467
2018,2,16,-0.115490146
2018,2,17,-0.216690496
2018,2,18,-0.377777845
2018,2,19,-0.644791186
2018,2,20,-0.839779675
2018,2,21,-0.989981771
2018,2,22,-0.966083407
2018,2,23,-0.962356269
2018,2,24,-0.732454062
2018,2,25,-0.603889108
2018,2,26,-0.429455996
2018,2,27,-0.61572665
2018,2,28,-1.07320869
2018,3,1,-1.233618021
2018,3,2,-1.094106793
2018,3,3,-1.017771959
2018,3,4,-0.880402923
2018,3,5,-0.852955937
2018,3,6,-0.783028185
2018,3,7,-0.74266094
2018,3,8,-0.511153042
2018,3,9,-0.310933173
2018,3,10,-0.162488565
2018,3,11,0.015245412
2018,3,12,0.298953265
2018,3,13,0.345577031
2018,3,14,0.294683814
2018,3,15,0.003059672
2018,3,16,-0.29032436
2018,3,17,-0.458928823
2018,3,18,-0.642757952
2018,3,19,-0.773776352
2018,3,20,-0.903228641
2018,3,21,-0.705185831
2018,3,22,-0.297156066
2018,3,23,-0.248515174
2018,3,24,-0.47184521
2018,3,25,-0.441502094
2018,3,26,-0.292563587
2018,3,27,-0.474150002
2018,3,28,-1.004583597
2018,3,29,-1.349604487
2018,3,30,-1.552304983
2018,3,31,-1.566706061
2018,4,1,-1.685261726
2018,11,1,0.553571761
2018,11,2,0.366737187
2018,11,3,-0.050643343
2018,11,4,-0.542023599
2018,11,5,-0.825382948
2018,11,6,-1.00677228
2018,11,7,-1.233838797
2018,11,8,-1.066407323
2018,11,9,-0.876914918
2018,11,10,-0.726578057
2018,11,11,-0.442853361
2018,11,12,-0.075569876
2018,11,13,0.035006769
2018,11,14,-0.066403344
2018,11,15,-0.142056033
2018,11,16,-0.218881622
2018,11,17,-0.102743424
2018,11,18,-0.145978704
2018,11,19,-0.049518496
2018,11,20,0.010786665
2018,11,21,0.145151749
2018,11,22,0.327946305
2018,11,23,0.640199125
2018,11,24,1.043353558
2018,11,25,1.273386955
2018,11,26,1.445100427
2018,11,27,1.491555214
2018,11,28,1.168227196
2018,11,29,0.650016129
2018,11,30,0.411849409
2018,12,1,0.425717771
2018,12,2,0.296137303
2018,12,3,-0.006404836
2018,12,4,-0.320595235
2018,12,5,-0.345640987
2018,12,6,-0.064210705
2018,12,7,0.233983666
2018,12,8,0.545472562
2018,12,9,0.879940569
2018,12,10,1.197262526
2018,12,11,1.107882738
2018,12,12,0.903603733
2018,12,13,0.946760535
2018,12,14,1.162932277
2018,12,15,0.837312341
2018,12,16,0.696788073
2018,12,17,0.784059763
2018,12,18,0.607604802
2018,12,19,0.68908149
2018,12,20,0.894568086
2018,12,21,0.675985038
2018,12,22,0.342064887
2018,12,23,0.132345036
2018,12,24,0.173804283
2018,12,25,0.402488559
2018,12,26,0.33396095
2018,12,27,0.343873858
2018,12,28,0.479745924
2018,12,29,0.616707206
2018,12,30,0.976963162
2018,12,31,1.17739892
2019,1,1,1.127582192
2019,1,2,1.18214035
2019,1,3,1.083930492
2019,1,4,0.73585403
2019,1,5,0.360922039
2019,1,6,0.08245223
2019,1,7,-0.064545363
2019,1,8,-0.01656593
2019,1,9,0.347664088
2019,1,10,-2.050614595
2019,1,11,0.686008215
2019,1,12,0.719819903
2019,1,13,0.563068628
2019,1,14,0.364743829
2019,1,15,0.157092586
2019,1,16,0.006581906
2019,1,17,-0.078547858
2019,1,18,0.127404749
2019,1,19,0.480939418
2019,1,20,0.510100722
2019,1,21,0.387101799
2019,1,22,0.650958955
2019,1,23,0.7608428
2019,1,24,0.896508515
2019,1,25,1.008864284
2019,1,26,0.769519806
2019,1,27,0.35726127
2019,1,28,0.19139716
2019,1,29,0.245412305
2019,1,30,0.162338778
2019,1,31,0.103264846
2019,2,1,0.079271287
2019,2,2,-0.153874889
2019,2,3,-0.487866193
2019,2,4,-0.585547984
2019,2,5,-0.46250236
2019,2,6,-0.49085483
2019,2,7,-0.636263788
2019,2,8,-0.78963387
2019,2,9,-0.972817957
2019,2,10,-1.209411144
2019,2,11,-1.226325035
2019,2,12,-1.028623581
2019,2,13,-0.586637795
2019,2,14,-0.203840673
2019,2,15,0.024532951
2019,2,16,0.060596932
2019,2,17,-0.050383855
2019,2,18,-0.342204779
2019,2,19,-0.701312244
2019,2,20,-0.662766993
2019,2,21,-0.270573407
2019,2,22,0.126152024
2019,2,23,0.337176859
2019,2,24,0.273061872
2019,2,25,0.229077682
2019,2,26,0.212295517
2019,2,27,0.013572223
2019,2,28,-0.172677711
2019,3,1,-0.773080945
2019,3,2,-0.553185761
2019,3,3,-0.715363503
2019,3,4,-0.950800836
2019,3,5,-0.825639486
2019,3,6,-0.590539515
2019,3,7,-0.394055337
2019,3,8,-0.298689067
2019,3,9,-0.148566529
2019,3,10,-0.018138831
2019,3,11,-0.083915971
2019,3,12,0.00587038
2019,3,13,0.436219901
2019,3,14,0.781745076
2019,3,15,0.768746674
2019,3,16,0.787195146
2019,3,17,0.787530601
2019,3,18,0.910064161
2019,3,19,0.975589335
2019,3,20,0.987419903
2019,3,21,1.187039375
2019,3,22,1.295007706
2019,3,23,1.132632971
2019,3,24,0.435548455
2019,3,25,0.062771998
2019,3,26,0.074042544
2019,3,27,0.19877328
2019,3,28,0.166895196
2019,3,29,-0.042412329
2019,3,30,-0.112695143
2019,3,31,-0.007370715
2019,4,1,-0.324590415
